name,class,image_path,caption_en,split,philosophy_en,philosophy_core
Bandeng Lele di Balik Daun,Lamongan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Tutut Data 6 Bandeng Lele di balik Daun.jpg,"The batik fabric features the Lamongan motif, characterized by blue, sogan motifs. The dominant motifs include leaf and milkfish and catfish. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",train,"Symbolizes prosperity, food and clothing because it contains animal and vegetable elements",
Batik Motif Tumbuh,Malang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 4 Batik Sukun (Batik Motif Tumbuh).jpg,"The batik fabric features the Malang motif, characterized by dark brown, white motifs. The dominant motifs include breadfruit leaf, buah pohon sukun and machete. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",train,"Raising the breadfruit tree which is interpreted as the tree of life because it is long-lived and easy to grow in various ecological conditions, and is the idea of ​​forming Pancasila which was Mr Soekarno's idea when he saw the breadfruit tree which had five branches. The spread of breadfruit leaves depicts the atmosphere of the dry season by adding breadfruit motifs and machete motifs as depictions of the characteristics of a leader.",
Daun Asem Bandeng Lele,Lamongan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060101_Daun Asem Bandeng Lele_2025_FLORA_FAUNA.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, orange motifs. The dominant motifs include tamarind leaves and milkfish and catfish. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.",train,While walking I saw tamarind leaves,
Gendagan Daun Anggur,Lamongan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 10 Gedagan Daun Anggur.jpg,"The batik fabric features the Lamongan motif, characterized by burgundy, black, white motifs. The dominant motifs include gendang and grape leaves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",train,Inspired by planting grapes/ Inspired by planting grapes/ ブドウを植えるときに着想を得た。,
Latohan (Rumput Laut),Lamongan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060104_Latohan (Rumput Laut)_2025_FLORA.jpg,"The batik fabric features the Lamongan motif, characterized by black, olive drab motifs. The dominant motifs include seaweed. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",train,"Inspired by seaweed which is able to survive the waves and ocean currents, it is a symbol of resilience and adaptability in life. This motif is a reminder of the importance of preserving marine resources as Lamongan's cultural heritage.",
Teratai Trembesi 3 Dimensi,Malang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 34 Batik Soendari (Teratai Trembesi 3 Dimensi).jpg,"The batik fabric features the Malang motif, characterized by pink, cream motifs. The dominant motifs include rain tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",train,a picture of the atmosphere of Malang City's monument square surrounded by lotus plants and trembesi trees.,
Nyanyian Burung Pipit,Malang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 19 Batik Wagastu (Nyanyian Burung Pipit).jpg,"The batik fabric features the Malang motif, characterized by yellow, green motifs. The dominant motifs include sparrow. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",train,Making batik motifs inspired by the sound of sparrows behind the Wagastu batik house is a process that combines sensitivity to nature with traditional art. The sparrow's distinctive melodious and rhythmic voice is a source of inspiration in creating beautiful bird patterns that represent natural harmony.,
Balai Kota Malang,Malang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Blimbing (Balai Kota Malang).jpg,"The batik fabric features the Malang motif, characterized by blue, brown motifs. The dominant motifs include lotus and malang monument, balai kota malang. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.",train,"Raising one of the iconic buildings in Malang, namely Malang City Hall, a historic building built in 1927 and with Dutch colonial architecture. Currently Malang City Hall has been approved as a cultural heritage by the Mayor of Malang in the Decree of the Mayor of Malang number SK 185.45/341/35/73.112/2018 dated 12 December 2018",
Daun Monstera,Malang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Lana (Daun Monstera).jpg,"The batik fabric features the Malang motif, characterized by dark grhijau een motifs. The dominant motifs include fern plants. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",train,Inspired by the flora and fauna found in the nature of Mount Bromo (an active volcano in East Java).,
Sulur Gringsing,Trenggalek,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 18 Batik Tiepuk (Sulur Gringsing).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, moss green motifs. The dominant motifs include flora, mlati flowers, roses and butterfly fauna. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",train,"Gringsing Trenggalek Batik presents the beauty of Indonesian motifs with distinctive patterns that symbolize protection and strength. The symmetry of the motifs creates harmony, reflects cultural wisdom and ancestral heritage which is continuously maintained.",
Burung Prenjak Melati,Lamongan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mulifah Data 13 Burung Prenjak Melati.jpg,"The batik fabric features the Lamongan motif, characterized by red, blue, white motifs. The dominant motifs include jasmine and tailorbird. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",train,About prayers or wishes to bring good fortune/ 祈りや願いが幸運を呼び寄せることについて,
Kawung Singo Mengkok,Lamongan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mulifah Data 4 Kawung Singo Mengkok.jpg,"The batik fabric features the Lamongan motif, characterized by black, maroon motifs. The dominant motifs include singo mengkok. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",train,"A courageous attitude based on the values of purity, holiness, and perfection./ A courageous attitude based on the values of purity, holiness, and perfection./純粋さ、清らかさ、そして完全さの価値に支えられた勇気の姿勢。",
Tiga Negeri,Tulungagung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 7 Batik Baronggung (Tiga Negeri).jpg,"The batik fabric features the Tulungagung motif, characterized by canaries, emerald green motifs. The dominant motifs include rice plants, ginger and otif sidomukti. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.",train,"Combining the uniqueness of the stamp with the Sidomukti motif which symbolizes prosperity, Jahewono as a symbol of fertility, and Pari Sakuri which reflects prosperity. This harmonious combination creates the beauty of batik which is full of cultural meaning and local wisdom.",
Motif Singa,Malang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 15 Batik Blimbing (Motif Singa).jpg,"The batik fabric features the Malang motif, characterized by black, white motifs. The dominant motifs include lion and kawung. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.",train,"The Kawung motif is believed to be a motif from a cloth belonging to Ken Dedes (wife of the founder of the Singosari kingdom, believed to be the mother of the ancestors of the Javanese kings). Then the lion is the symbol of the Singosari kingdom (singo = lion) and also the symbol of the Malang football club. The background for making this batik motif is as educational material for kindergarten schools in Malang so that children in Malang are familiar with the richness of Malang batik from an early age.",
Kawung Kates,Malang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 15 Batik Krajan (Kawung Kates).jpg,"The batik fabric features the Malang motif, characterized by orange, brown motifs. The dominant motifs include 孔雀. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",train,"The batik maker is the head of the Krajan village women's farming group, so many of her batik motifs are inspired by agricultural products such as papaya and coffee. This motif was combined with motifs for the Dekranasda Fest event in December 2024",
Treasure Of Jago,Malang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 5 Batik Blimbing ( Treasure of Jago).jpg,"The batik fabric features the Malang motif, characterized by blue, black motifs. The dominant motifs include lotus, jago temple, arca and rooster. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.",train,"Representation of the location of Batik Blimbing which is on Jl. Candi Jago which highlights the history and buildings of Candi Jago, as well as choosing the colors blue and black because this batik is intended for men.",
